,Date,County,Rt,Rt_LCI,Rt_UCI
5,2020-12-08,Yolo,1.4973117764111001,1.3989383665086526,1.5997917608537922
6,2020-12-09,Yolo,1.433415527204628,1.3422451054697582,1.5289050535095052
7,2020-12-10,Yolo,1.3918257066728748,1.3065742727483887,1.4807223187090983
8,2020-12-11,Yolo,1.3796844469711993,1.29804202592655,1.46439384599105
9,2020-12-12,Yolo,1.3934217123108357,1.3153324472403205,1.4741953340524212
10,2020-12-13,Yolo,1.4201348178157356,1.3440221526511866,1.4981990491971238
11,2020-12-14,Yolo,1.450564813673127,1.376646324716217,1.5264084520741226
12,2020-12-15,Yolo,1.472428618788514,1.4016591750617375,1.546922307163697
13,2020-12-16,Yolo,1.4810557513758624,1.413214102383006,1.551279735678808
14,2020-12-17,Yolo,1.4809637880826592,1.4158567157526956,1.5479088688823235
15,2020-12-18,Yolo,1.4716157696087442,1.409883447731453,1.534860504694291
16,2020-12-19,Yolo,1.452596350547231,1.394268976763506,1.512339259197359
17,2020-12-20,Yolo,1.4276733170818385,1.372797540769739,1.4837840999812757
18,2020-12-21,Yolo,1.395325249921132,1.3436595712386248,1.4482986817855497
19,2020-12-22,Yolo,1.356874575309188,1.3077323167109705,1.407191237074675
20,2020-12-23,Yolo,1.3111733584877028,1.2651251992056745,1.3583389704312068
21,2020-12-24,Yolo,1.2636123901421459,1.2200678860995597,1.3079691096632642
22,2020-12-25,Yolo,1.2194370332050277,1.1780894023196398,1.261722853971908
23,2020-12-26,Yolo,1.184357749555667,1.1448111171499566,1.2247119349802498
24,2020-12-27,Yolo,1.158909938263644,1.121080948930429,1.1978271010195023
25,2020-12-28,Yolo,1.1399975169625067,1.1031824727906896,1.1779162392973457
26,2020-12-29,Yolo,1.1234548668770787,1.0873347996424776,1.1603384835426427
27,2020-12-30,Yolo,1.101627912925642,1.0667274342383952,1.1375045963538766
28,2020-12-31,Yolo,1.0740250335907926,1.0399776933209823,1.1088582333456212
29,2021-01-01,Yolo,1.0420368893482843,1.0088640118787184,1.0758377356817626
30,2021-01-02,Yolo,1.007093501841359,0.97483837438387,1.0400524057745772
31,2021-01-03,Yolo,0.9738800404903691,0.9424297884416528,1.006072397637595
32,2021-01-04,Yolo,0.9438071928673128,0.9128232331941364,0.9756341037824865
33,2021-01-05,Yolo,0.9166048798029265,0.8860541745456161,0.9478498965396511
34,2021-01-06,Yolo,0.8902398902414097,0.8597984457349018,0.9214115415229187
35,2021-01-07,Yolo,0.8612808240099792,0.8311714003611926,0.8922319224980017
36,2021-01-08,Yolo,0.8294595135726017,0.7995181816387233,0.8601888016915096
37,2021-01-09,Yolo,0.7933946938671195,0.763536958623005,0.8240162585201866
38,2021-01-10,Yolo,0.7566434647870661,0.7269089404305182,0.7871613813305989
39,2021-01-11,Yolo,0.7235413700868094,0.6937290478624936,0.7541958163291809
40,2021-01-12,Yolo,0.6979472176900527,0.6675563886812914,0.7290093736678575
41,2021-01-13,Yolo,0.6813023111059449,0.6501984998483632,0.7132920248080629
42,2021-01-14,Yolo,0.673208546739866,0.6410403824123572,0.7065117481163883
43,2021-01-15,Yolo,0.6714052261284638,0.6379359568334677,0.7060487808623739
44,2021-01-16,Yolo,0.6731955312587452,0.6381406537564192,0.709665460462932
45,2021-01-17,Yolo,0.6785330241714473,0.6416846006706962,0.7168207253928414
46,2021-01-18,Yolo,0.689065035915035,0.6499362209532784,0.7297237811813406
47,2021-01-19,Yolo,0.7061747541400913,0.6646908738822221,0.7494253576408423
48,2021-01-20,Yolo,0.7323409316480458,0.6879541831139856,0.7787658871215399
49,2021-01-21,Yolo,0.7701609664133218,0.722985433076834,0.8193621643734483
50,2021-01-22,Yolo,0.8238813111623875,0.7726137625760241,0.8770088476746217
51,2021-01-23,Yolo,0.894516586530377,0.8393737652363076,0.9519273785764611
52,2021-01-24,Yolo,0.9779742892308301,0.9188112027505413,1.0394117305544666
53,2021-01-25,Yolo,1.0660656473693564,1.0031353108012664,1.1314026453427564
54,2021-01-26,Yolo,1.147170671759362,1.0817981519265334,1.214580071247525
55,2021-01-27,Yolo,1.2034102595932412,1.136615440666952,1.2723005166214447
56,2021-01-28,Yolo,1.225169993396917,1.159112796997381,1.2941937021872278
57,2021-01-29,Yolo,1.2094680549193415,1.145344020291458,1.2756043565113517
58,2021-01-30,Yolo,1.1644037026435703,1.1033278651090455,1.2283032152887565
59,2021-01-31,Yolo,1.104168004501898,1.0454089666364395,1.1649239645904772
60,2021-02-01,Yolo,1.0332678677593727,0.977740215978985,1.0911240513533471
61,2021-02-02,Yolo,0.9596665932806472,0.9068228117757073,1.0144383902901895
62,2021-02-03,Yolo,0.8875761287074664,0.8372737397004405,0.9395503421075189
63,2021-02-04,Yolo,0.8168046400819273,0.7681170516525773,0.8671741977429166
64,2021-02-05,Yolo,0.7495725526555927,0.7023856976139679,0.7986162172826763
65,2021-02-06,Yolo,0.6867657115896126,0.6410564330952513,0.7349778608858695
66,2021-02-07,Yolo,0.6337999723923422,0.5883085814563066,0.6819315087686504
67,2021-02-08,Yolo,0.591872142176513,0.5457662144831648,0.6398115241089691
68,2021-02-09,Yolo,0.5633420205354791,0.5164957511038162,0.6129155793442764
69,2021-02-10,Yolo,0.5519680385605283,0.5029084911121324,0.604060729759148
70,2021-02-11,Yolo,0.5539318765038801,0.5018323476977237,0.6101939758085064
71,2021-02-12,Yolo,0.5705268194279365,0.5130834790227872,0.6311637276866949
72,2021-02-13,Yolo,0.5937843884680684,0.5315635469640265,0.6608211859392612
73,2021-02-14,Yolo,0.6231265255392042,0.5546695922437445,0.6970429575336682
74,2021-02-15,Yolo,0.6499186369098413,0.5759992948963935,0.7294112736811635
75,2021-02-16,Yolo,0.6741444490488435,0.5935742296764834,0.7612821136237575
76,2021-02-17,Yolo,0.6944526935711597,0.6099929735965832,0.7871190017053327
77,2021-02-18,Yolo,0.7099430095932482,0.6186425737271021,0.8110572989313792
