"","date","SC2_N_norm_PMMoV","SC2_N_gc_g_dry_weight","N","county","Cases_N","mean","sd","0.025quant","0.5quant","0.975quant","mode"
"11",2020-12-03,1.77019667365749e-05,37596.36000863,37596.36000863,"Yolo",27.6158892350436,2.9702426332765e-05,1.45304703184418,1.42158040739269e-05,2.97416257635423e-05,6.16057462057999e-05,2.98214851754939e-05
"12",2020-12-04,2.53499474134818e-05,96790.2668912281,96790.2668912281,"Yolo",28.6894662292037,3.0857118159278e-05,1.40024414811376,1.5902529140548e-05,3.08839756258275e-05,5.95851052135055e-05,3.09388591602187e-05
"13",2020-12-05,2.26571942747584e-05,51849.3982024691,51849.3982024691,"Yolo",30.3773370885704,3.26725172374268e-05,1.3703207505593,1.75756841901737e-05,3.26951008371796e-05,6.05030904434011e-05,3.27412731205818e-05
"14",2020-12-06,5.65019623002211e-05,241569.968984615,241569.968984615,"Yolo",33.3615172178082,3.58821691047985e-05,1.35313699923074,1.98004628103221e-05,3.58970389958211e-05,6.48749642380534e-05,3.59278497647116e-05
"15",2020-12-07,4.7044074043415e-05,113639.30441697,113639.30441697,"Yolo",34.9583335830552,3.75996340052413e-05,1.34439405764326,2.10100347906604e-05,3.76169333781275e-05,6.71158243897474e-05,3.76526498223349e-05
"16",2020-12-08,3.34905068721073e-05,74967.217814059,74967.217814059,"Yolo",35.7832173265596,3.8486842395165e-05,1.34020737290376,2.1620067273569e-05,3.85152842753127e-05,6.82300253979532e-05,3.85732094389473e-05
"17",2020-12-09,2.22483831833081e-05,137939.936434389,137939.936434389,"Yolo",37.1263998366351,3.99315099638033e-05,1.33826403323026,2.24786788970877e-05,3.99712882398073e-05,7.05416684376789e-05,4.00518563309345e-05
"18",2020-12-10,1.92591720751036e-05,37168.5771526882,37168.5771526882,"Yolo",40.8599754164612,4.39471783594049e-05,1.33621738455314,2.48250179221913e-05,4.39832136689676e-05,7.74431910152012e-05,4.40563477054283e-05
"19",2020-12-11,9.84858531737656e-05,102591.552725333,102591.552725333,"Yolo",48.8942584702408,5.25884970766978e-05,1.3344053809825,2.98602447777534e-05,5.25840201591938e-05,9.2661804324355e-05,5.25746051532832e-05
"20",2020-12-12,8.5234342749758e-05,430596.213685535,430596.213685535,"Yolo",54.8719735634615,5.90178624570215e-05,1.3342418014461,3.35508061123956e-05,5.89925140745858e-05,0.000104067343253585,5.89414458907668e-05
"21",2020-12-13,9.4048164311221e-05,402856.720474496,402856.720474496,"Yolo",59.3222624599408,6.38043959262919e-05,1.3340443510267,3.62855885437919e-05,6.37748300751386e-05,0.000112486175676944,6.37152296348821e-05
"22",2020-12-14,4.06991830865233e-05,185194.874962963,185194.874962963,"Yolo",61.6550696580313,6.63134599423041e-05,1.33363882253273,3.77029326162431e-05,6.63028036850694e-05,0.000116740924413547,6.62806744031778e-05
"23",2020-12-15,0.0003035407220059,178050.326429513,178050.326429513,"Yolo",67.3641505557751,7.24538942897104e-05,1.33372355758394,4.12119983162403e-05,7.24277038597721e-05,0.000127639399951247,7.23747905661791e-05
